Serie mensual;001-102  I-XXII.Todas las causas;001-008  I.Enfermedades infecciosas y parasitarias;009-041  II.Tumores;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;046-049  V.Trastornos mentales y del comportamiento;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;053-061 IX.Enfermedades del sistema circulatorio;062-067  X.Enfermedades del sistema respiratorio;068-072  XI.Enfermedades del sistema digestivo;073  XII.Enfermedades de la piel y del tejido subcutáneo;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;077-080  XIV.Enfermedades del sistema genitourinario;081  XV.Embarazo, parto y puerperio;082  XVI.Afecciones originadas en el periodo perinatal;083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;090-102  XX.Causas externas de mortalidad
1980M01;28681.0;385.0;4883.0;71.0;843.0;98.0;374.0;13142.0;3150.0;1667.0;14.0;57.0;512.0;7.0;271.0;248.0;1682.0;1277.0
1980M02;23906.0;331.0;4493.0;58.0;638.0;65.0;282.0;10655.0;2442.0;1435.0;21.0;56.0;454.0;9.0;235.0;207.0;1403.0;1122.0
1980M03;25275.0;329.0;4957.0;68.0;648.0;102.0;262.0;11401.0;2380.0;1499.0;16.0;60.0;475.0;8.0;272.0;220.0;1334.0;1244.0
1980M04;22500.0;294.0;4523.0;61.0;655.0;59.0;282.0;9804.0;2136.0;1374.0;10.0;56.0;457.0;3.0;276.0;192.0;1104.0;1214.0
1980M05;22781.0;331.0;4893.0;57.0;619.0;70.0;286.0;9864.0;2061.0;1364.0;10.0;54.0;443.0;4.0;229.0;189.0;1079.0;1228.0
1980M06;21495.0;287.0;4751.0;50.0;548.0;77.0;253.0;9176.0;1799.0;1322.0;14.0;43.0;384.0;5.0;259.0;199.0;1157.0;1171.0
1980M07;22117.0;329.0;4958.0;53.0;567.0;57.0;275.0;9148.0;1811.0;1403.0;13.0;39.0;394.0;6.0;287.0;172.0;1106.0;1499.0
1980M08;22735.0;366.0;4968.0;59.0;601.0;88.0;276.0;9328.0;1864.0;1328.0;19.0;47.0;431.0;6.0;270.0;156.0;1361.0;1567.0
1980M09;21020.0;305.0;4796.0;55.0;534.0;58.0;249.0;8702.0;1581.0;1335.0;21.0;40.0;401.0;4.0;275.0;169.0;1166.0;1329.0
1980M10;22852.0;300.0;5057.0;48.0;611.0;84.0;247.0;9487.0;2020.0;1460.0;14.0;53.0;461.0;4.0;269.0;205.0;1230.0;1302.0
1980M11;23819.0;301.0;4909.0;60.0;651.0;56.0;246.0;10614.0;2200.0;1459.0;10.0;36.0;437.0;5.0;259.0;192.0;1230.0;1154.0
1980M12;32163.0;384.0;5293.0;71.0;932.0;86.0;370.0;14566.0;4265.0;1759.0;21.0;70.0;553.0;2.0;288.0;184.0;1962.0;1357.0
1981M01;35505.0;468.0;5038.0;62.0;1093.0;119.0;391.0;16323.0;5844.0;1791.0;12.0;50.0;608.0;4.0;264.0;194.0;1967.0;1277.0
1981M02;26746.0;328.0;4520.0;80.0;714.0;74.0;292.0;12073.0;3589.0;1471.0;19.0;42.0;461.0;4.0;247.0;202.0;1613.0;1017.0
1981M03;26401.0;349.0;5036.0;48.0;742.0;75.0;280.0;11701.0;2966.0;1476.0;19.0;47.0;477.0;8.0;259.0;214.0;1471.0;1233.0
1981M04;22857.0;286.0;4766.0;47.0;654.0;52.0;228.0;9922.0;2196.0;1365.0;13.0;55.0;405.0;2.0;244.0;194.0;1195.0;1233.0
1981M05;23174.0;314.0;5020.0;69.0;671.0;81.0;225.0;10027.0;2073.0;1363.0;14.0;40.0;447.0;2.0;262.0;181.0;1175.0;1210.0
1981M06;23403.0;334.0;4851.0;54.0;694.0;91.0;293.0;10239.0;1896.0;1356.0;20.0;50.0;420.0;4.0;267.0;195.0;1277.0;1362.0
1981M07;22307.0;305.0;5185.0;50.0;640.0;92.0;245.0;9113.0;1572.0;1321.0;10.0;39.0;483.0;6.0;260.0;189.0;1287.0;1510.0
1981M08;21346.0;298.0;4948.0;63.0;549.0;85.0;199.0;8707.0;1574.0;1347.0;7.0;38.0;429.0;4.0;293.0;183.0;1151.0;1471.0
1981M09;19952.0;258.0;4777.0;71.0;497.0;65.0;221.0;8202.0;1418.0;1327.0;4.0;24.0;402.0;1.0;265.0;154.0;1045.0;1221.0
1981M10;22334.0;247.0;5206.0;72.0;573.0;80.0;224.0;9530.0;1823.0;1371.0;20.0;21.0;440.0;5.0;265.0;201.0;1047.0;1209.0
1981M11;22974.0;282.0;4946.0;55.0;630.0;81.0;234.0;10075.0;1992.0;1393.0;8.0;39.0;455.0;5.0;254.0;205.0;1130.0;1190.0
1981M12;26387.0;312.0;5420.0;60.0;722.0;90.0;301.0;11674.0;2423.0;1528.0;22.0;47.0;509.0;6.0;235.0;201.0;1483.0;1354.0
1982M01;26097.0;277.0;5175.0;70.0;777.0;85.0;246.0;11703.0;2553.0;1603.0;22.0;56.0;456.0;2.0;216.0;179.0;1457.0;1220.0
1982M02;24198.0;270.0;4860.0;57.0;715.0;74.0;266.0;10781.0;2432.0;1414.0;10.0;30.0;456.0;5.0;236.0;178.0;1360.0;1054.0
1982M03;24814.0;310.0;5072.0;62.0;688.0;59.0;284.0;11182.0;2364.0;1460.0;27.0;39.0;493.0;8.0;212.0;178.0;1243.0;1133.0
1982M04;23022.0;249.0;4983.0;52.0;636.0;69.0;278.0;10112.0;2087.0;1346.0;12.0;54.0;409.0;6.0;238.0;145.0;1292.0;1054.0
1982M05;23301.0;274.0;5254.0;50.0;686.0;61.0;271.0;9971.0;1974.0;1420.0;13.0;44.0;443.0;5.0;257.0;160.0;1213.0;1205.0
1982M06;22033.0;281.0;5048.0;44.0;674.0;65.0;238.0;9236.0;1832.0;1357.0;15.0;46.0;394.0;5.0;268.0;168.0;1190.0;1172.0
1982M07;23643.0;291.0;5198.0;49.0;690.0;93.0;323.0;10001.0;1946.0;1337.0;18.0;37.0;500.0;4.0;248.0;170.0;1341.0;1397.0
1982M08;22179.0;301.0;5114.0;58.0;629.0;89.0;239.0;8915.0;1710.0;1413.0;9.0;46.0;419.0;6.0;246.0;172.0;1317.0;1496.0
1982M09;19822.0;223.0;4688.0;52.0;614.0;61.0;229.0;8087.0;1503.0;1293.0;10.0;47.0;355.0;2.0;195.0;150.0;1124.0;1189.0
1982M10;23369.0;276.0;5356.0;48.0;655.0;94.0;277.0;9825.0;1904.0;1472.0;13.0;40.0;445.0;3.0;231.0;162.0;1302.0;1266.0
1982M11;24280.0;291.0;5271.0;56.0;757.0;75.0;260.0;10645.0;2238.0;1476.0;10.0;43.0;419.0;3.0;188.0;168.0;1229.0;1151.0
1982M12;29897.0;329.0;5489.0;61.0;863.0;143.0;336.0;13528.0;3433.0;1603.0;11.0;56.0;558.0;5.0;219.0;196.0;1723.0;1344.0
1983M01;35431.0;385.0;5678.0;75.0;1034.0;160.0;377.0;16268.0;5221.0;1856.0;23.0;53.0;594.0;2.0;197.0;185.0;1997.0;1326.0
1983M02;31176.0;321.0;5076.0;69.0;908.0;137.0;332.0;14528.0;4241.0;1652.0;7.0;68.0;518.0;4.0;190.0;166.0;1815.0;1144.0
1983M03;26290.0;295.0;5199.0;55.0;807.0;133.0;295.0;11796.0;2642.0;1512.0;18.0;53.0;505.0;2.0;215.0;175.0;1388.0;1200.0
1983M04;23567.0;250.0;4973.0;61.0;678.0;100.0;277.0;10436.0;2184.0;1316.0;14.0;49.0;403.0;4.0;229.0;147.0;1256.0;1190.0
1983M05;23610.0;242.0;5269.0;59.0;677.0;105.0;247.0;10245.0;1974.0;1353.0;15.0;49.0;464.0;4.0;212.0;162.0;1257.0;1276.0
1983M06;22439.0;271.0;5072.0;63.0;681.0;106.0;250.0;9395.0;1821.0;1288.0;15.0;39.0;432.0;4.0;197.0;147.0;1268.0;1390.0
1983M07;23441.0;252.0;5377.0;63.0;707.0;132.0;270.0;9590.0;1860.0;1347.0;20.0;56.0;442.0;2.0;213.0;145.0;1364.0;1601.0
1983M08;21832.0;264.0;5260.0;59.0;643.0;131.0;252.0;8546.0;1659.0;1322.0;13.0;41.0;452.0;6.0;220.0;164.0;1259.0;1541.0
1983M09;21315.0;253.0;5254.0;53.0;656.0;88.0;256.0;8464.0;1598.0;1319.0;8.0;37.0;404.0;3.0;204.0;148.0;1174.0;1396.0
1983M10;22015.0;228.0;5259.0;66.0;671.0;106.0;264.0;8965.0;1690.0;1351.0;10.0;46.0;419.0;2.0;235.0;164.0;1265.0;1274.0
1983M11;24072.0;258.0;5472.0;54.0;656.0;125.0;266.0;10221.0;2009.0;1463.0;18.0;46.0;435.0;2.0;201.0;163.0;1322.0;1361.0
1983M12;27381.0;256.0;5596.0;63.0;866.0;163.0;295.0;12077.0;2525.0;1513.0;8.0;50.0;494.0;2.0;171.0;158.0;1618.0;1526.0
1984M01;28175.0;310.0;5445.0;61.0;872.0;179.0;281.0;12731.0;2773.0;1517.0;12.0;45.0;496.0;0.0;183.0;163.0;1713.0;1394.0
1984M02;25792.0;273.0;5354.0;60.0;853.0;189.0;268.0;11425.0;2493.0;1471.0;22.0;33.0;488.0;2.0;147.0;134.0;1380.0;1200.0
1984M03;29363.0;313.0;5791.0;68.0;884.0;185.0;330.0;13162.0;3198.0;1475.0;21.0;80.0;526.0;3.0;184.0;170.0;1663.0;1310.0
1984M04;25212.0;275.0;5336.0;77.0;790.0;140.0;245.0;10794.0;2612.0;1406.0;32.0;96.0;503.0;1.0;174.0;140.0;1305.0;1286.0
1984M05;24006.0;236.0;5566.0;64.0;730.0;82.0;284.0;10232.0;2109.0;1497.0;29.0;150.0;479.0;4.0;151.0;133.0;1152.0;1108.0
1984M06;23575.0;254.0;5389.0;51.0;761.0;99.0;280.0;9839.0;2024.0;1398.0;20.0;145.0;505.0;1.0;198.0;164.0;1152.0;1295.0
1984M07;24268.0;286.0;5634.0;75.0;813.0;147.0;275.0;9781.0;1941.0;1416.0;13.0;128.0;502.0;2.0;184.0;151.0;1288.0;1632.0
1984M08;22384.0;249.0;5388.0;73.0;706.0;121.0;250.0;8732.0;1777.0;1405.0;15.0;131.0;423.0;3.0;180.0;116.0;1289.0;1526.0
1984M09;21416.0;231.0;5424.0;61.0;663.0;97.0;236.0;8362.0;1620.0;1433.0;15.0;130.0;428.0;2.0;160.0;134.0;1093.0;1327.0
1984M10;24023.0;288.0;5745.0;66.0;705.0;143.0;217.0;9957.0;2032.0;1403.0;32.0;159.0;444.0;2.0;168.0;160.0;1210.0;1292.0
1984M11;24294.0;268.0;5672.0;75.0;747.0;145.0;265.0;10104.0;2126.0;1480.0;22.0;157.0;534.0;4.0;157.0;144.0;1194.0;1200.0
1984M12;26901.0;249.0;5871.0;72.0;824.0;170.0;292.0;11685.0;2439.0;1625.0;18.0;177.0;528.0;0.0;160.0;143.0;1415.0;1233.0
1985M01;33332.0;328.0;5977.0;84.0;1081.0;219.0;389.0;15614.0;3660.0;1762.0;18.0;210.0;677.0;2.0;171.0;171.0;1712.0;1257.0
1985M02;25537.0;253.0;5325.0;75.0;885.0;152.0;268.0;11159.0;2567.0;1402.0;18.0;158.0;516.0;0.0;143.0;149.0;1257.0;1210.0
1985M03;28391.0;283.0;5859.0;71.0;888.0;183.0;311.0;12320.0;3135.0;1648.0;22.0;186.0;594.0;4.0;135.0;176.0;1369.0;1207.0
1985M04;25741.0;261.0;5572.0;68.0;759.0;137.0;289.0;10889.0;2808.0;1460.0;23.0;191.0;585.0;2.0;102.0;131.0;1247.0;1217.0
1985M05;25123.0;262.0;5741.0;61.0;762.0;152.0;268.0;10562.0;2284.0;1398.0;26.0;169.0;549.0;0.0;147.0;138.0;1412.0;1192.0
1985M06;22901.0;224.0;5594.0;60.0;689.0;158.0;227.0;9109.0;2001.0;1292.0;35.0;159.0;495.0;1.0;152.0;112.0;1343.0;1250.0
1985M07;24912.0;313.0;5711.0;81.0;772.0;180.0;296.0;10009.0;2128.0;1368.0;28.0;171.0;534.0;2.0;154.0;134.0;1425.0;1606.0
1985M08;23442.0;233.0;5620.0;86.0;633.0;154.0;267.0;8871.0;2009.0;1474.0;19.0;150.0;563.0;1.0;140.0;117.0;1501.0;1604.0
1985M09;21999.0;246.0;5520.0;49.0;647.0;144.0;281.0;8553.0;1785.0;1333.0;22.0;178.0;486.0;4.0;133.0;123.0;1156.0;1339.0
1985M10;23354.0;262.0;5844.0;66.0;621.0;156.0;237.0;9289.0;1983.0;1460.0;32.0;165.0;518.0;2.0;141.0;116.0;1185.0;1277.0
1985M11;26379.0;282.0;5994.0;63.0;745.0;230.0;277.0;11215.0;2435.0;1591.0;28.0;196.0;502.0;1.0;110.0;132.0;1386.0;1192.0
1985M12;31421.0;389.0;6112.0;85.0;1049.0;217.0;336.0;13608.0;3669.0;1783.0;29.0;228.0;623.0;1.0;124.0;123.0;1729.0;1316.0
1986M01;34835.0;352.0;6372.0;93.0;1096.0;268.0;353.0;14939.0;5005.0;1931.0;50.0;268.0;700.0;1.0;116.0;142.0;1912.0;1237.0
1986M02;29453.0;286.0;5511.0;68.0;1034.0;266.0;307.0;12953.0;3655.0;1637.0;50.0;229.0;607.0;1.0;112.0;110.0;1517.0;1110.0
1986M03;27248.0;283.0;5798.0;69.0;840.0;194.0;298.0;11798.0;2704.0;1510.0;28.0;177.0;579.0;1.0;148.0;155.0;1380.0;1286.0
1986M04;25696.0;265.0;5725.0;61.0;845.0;192.0;285.0;11005.0;2335.0;1559.0;37.0;203.0;556.0;2.0;131.0;127.0;1233.0;1135.0
1986M05;24858.0;278.0;5632.0;81.0;781.0;178.0;317.0;10397.0;2127.0;1432.0;32.0;211.0;557.0;1.0;130.0;146.0;1171.0;1387.0
1986M06;22689.0;250.0;5823.0;56.0;707.0;156.0;233.0;9045.0;1722.0;1385.0;33.0;173.0;424.0;2.0;114.0;122.0;1071.0;1373.0
1986M07;23935.0;304.0;5946.0;61.0;702.0;208.0;317.0;9254.0;1880.0;1328.0;30.0;198.0;529.0;7.0;183.0;125.0;1201.0;1662.0
1986M08;23151.0;278.0;5887.0;82.0;719.0;208.0;297.0;8770.0;1679.0;1353.0;23.0;186.0;479.0;3.0;138.0;115.0;1255.0;1679.0
1986M09;22087.0;257.0;5863.0;76.0;640.0;183.0;245.0;8425.0;1604.0;1345.0;24.0;180.0;499.0;3.0;157.0;123.0;1075.0;1388.0
1986M10;23267.0;273.0;5921.0;79.0;681.0;185.0;250.0;9119.0;1866.0;1457.0;21.0;172.0;490.0;1.0;140.0;149.0;1043.0;1420.0
1986M11;25390.0;232.0;6155.0;73.0;801.0;214.0;319.0;10213.0;2264.0;1441.0;38.0;225.0;576.0;1.0;131.0;135.0;1229.0;1343.0
1986M12;27804.0;305.0;6149.0;82.0;893.0;222.0;303.0;11699.0;2557.0;1655.0;46.0;229.0;600.0;1.0;114.0;128.0;1476.0;1345.0
1987M01;32201.0;340.0;6447.0;106.0;1162.0;278.0;379.0;14176.0;3748.0;1752.0;42.0;272.0;631.0;2.0;110.0;170.0;1266.0;1320.0
1987M02;26225.0;291.0;5698.0;67.0;862.0;215.0;328.0;11281.0;2792.0;1518.0;23.0;194.0;578.0;1.0;143.0;143.0;987.0;1104.0
1987M03;26256.0;324.0;6060.0;69.0;844.0;256.0;306.0;10991.0;2463.0;1575.0;36.0;230.0;531.0;2.0;122.0;106.0;990.0;1351.0
1987M04;25043.0;290.0;5878.0;74.0;822.0;244.0;316.0;10537.0;2256.0;1460.0;24.0;220.0;477.0;1.0;122.0;134.0;875.0;1313.0
1987M05;24272.0;264.0;6084.0;75.0;782.0;235.0;282.0;9730.0;1960.0;1436.0;50.0;199.0;546.0;2.0;146.0;123.0;906.0;1452.0
1987M06;23502.0;275.0;6105.0;80.0;742.0;254.0;277.0;9178.0;1919.0;1364.0;31.0;201.0;510.0;2.0;163.0;121.0;815.0;1465.0
1987M07;24444.0;331.0;6208.0;78.0;773.0;272.0;347.0;9390.0;1966.0;1408.0;32.0;191.0;548.0;3.0;119.0;113.0;981.0;1684.0
1987M08;25290.0;325.0;6240.0;82.0;777.0;269.0;351.0;9547.0;2100.0;1472.0;28.0;183.0;580.0;2.0;151.0;126.0;1183.0;1874.0
1987M09;23122.0;315.0;6083.0;81.0;632.0;223.0;290.0;8639.0;1850.0;1487.0;34.0;180.0;516.0;2.0;155.0;109.0;976.0;1550.0
1987M10;25415.0;335.0;6502.0;74.0;744.0;221.0;320.0;10104.0;2013.0;1583.0;38.0;206.0;573.0;2.0;144.0;121.0;946.0;1489.0
1987M11;25769.0;306.0;6171.0;96.0;767.0;253.0;318.0;10657.0;2328.0;1526.0;31.0;206.0;534.0;1.0;117.0;110.0;1018.0;1330.0
1987M12;28534.0;322.0;6392.0;73.0;960.0;314.0;356.0;12052.0;2580.0;1720.0;33.0;258.0;637.0;1.0;115.0;147.0;1095.0;1479.0
1988M01;29003.0;344.0;6486.0;97.0;922.0;293.0;380.0;12398.0;2731.0;1717.0;32.0;265.0;677.0;0.0;103.0;119.0;1112.0;1327.0
1988M02;26656.0;348.0;5994.0;76.0;849.0;278.0;346.0;11318.0;2560.0;1509.0;26.0;205.0;609.0;1.0;99.0;138.0;995.0;1305.0
1988M03;30566.0;411.0;6569.0;86.0;980.0;326.0;419.0;12982.0;3347.0;1672.0;37.0;275.0;631.0;3.0;93.0;164.0;1151.0;1420.0
1988M04;25585.0;297.0;5943.0;78.0;858.0;284.0;334.0;10638.0;2511.0;1435.0;47.0;190.0;540.0;2.0;97.0;129.0;914.0;1288.0
1988M05;24958.0;305.0;6311.0;76.0;758.0;247.0;304.0;10064.0;2069.0;1504.0;43.0;221.0;526.0;0.0;106.0;104.0;901.0;1419.0
1988M06;23729.0;316.0;6286.0;60.0;735.0;243.0;294.0;9218.0;1962.0;1325.0;49.0;186.0;529.0;5.0;126.0;115.0;829.0;1451.0
1988M07;25722.0;327.0;6460.0;68.0;844.0;298.0;367.0;9896.0;2064.0;1436.0;36.0;218.0;622.0;1.0;110.0;126.0;1045.0;1804.0
1988M08;25825.0;387.0;6457.0;78.0;780.0;323.0;343.0;9613.0;2224.0;1542.0;34.0;240.0;603.0;2.0;111.0;121.0;1129.0;1838.0
1988M09;23773.0;343.0;6377.0;59.0;725.0;264.0;341.0;8779.0;1842.0;1425.0;35.0;193.0;564.0;2.0;129.0;119.0;921.0;1655.0
1988M10;24945.0;346.0;6370.0;81.0;753.0;279.0;290.0;9599.0;2120.0;1533.0;40.0;216.0;551.0;4.0;106.0;128.0;921.0;1608.0
1988M11;25853.0;367.0;6376.0;92.0;806.0;247.0;344.0;10506.0;2223.0;1544.0;33.0;223.0;572.0;0.0;117.0;116.0;856.0;1431.0
1988M12;32822.0;424.0;6740.0;100.0;1027.0;413.0;448.0;13862.0;3860.0;1730.0;50.0;279.0;678.0;1.0;109.0;134.0;1342.0;1625.0
1989M01;33709.0;443.0;6698.0;91.0;1121.0;402.0;470.0;14328.0;4348.0;1866.0;46.0;275.0;696.0;0.0;99.0;124.0;1203.0;1499.0
1989M02;28243.0;430.0;6135.0;95.0;895.0;378.0;349.0;11869.0;3190.0;1580.0;48.0;251.0;591.0;1.0;113.0;123.0;933.0;1262.0
1989M03;27857.0;356.0;6386.0;102.0;937.0;352.0;375.0;11434.0;2785.0;1637.0;39.0;266.0;612.0;0.0;119.0;121.0;857.0;1479.0
1989M04;26030.0;385.0;6227.0;90.0;836.0;341.0;310.0;10645.0;2422.0;1458.0;35.0;207.0;577.0;1.0;97.0;113.0;832.0;1454.0
1989M05;26165.0;405.0;6519.0;94.0;816.0;322.0;357.0;10211.0;2373.0;1535.0;50.0;223.0;590.0;0.0;107.0;125.0;849.0;1589.0
1989M06;25244.0;400.0;6434.0;54.0;795.0;368.0;359.0;9735.0;2147.0;1410.0;45.0;207.0;574.0;1.0;114.0;145.0;788.0;1668.0
1989M07;27615.0;487.0;6617.0;104.0;904.0;407.0;417.0;10715.0;2363.0;1414.0;32.0;218.0;682.0;1.0;127.0;109.0;1051.0;1967.0
1989M08;26430.0;493.0;6511.0;95.0;776.0;389.0;344.0;9618.0;2339.0;1582.0;48.0;217.0;615.0;1.0;106.0;112.0;1130.0;2054.0
1989M09;23499.0;408.0;6313.0;82.0;653.0;298.0;297.0;8684.0;1866.0;1467.0;29.0;181.0;493.0;2.0;122.0;92.0;825.0;1687.0
1989M10;25431.0;405.0;6675.0;89.0;738.0;368.0;359.0;9739.0;2099.0;1472.0;33.0;220.0;557.0;2.0;106.0;108.0;858.0;1603.0
1989M11;26078.0;440.0;6627.0;86.0;723.0;375.0;336.0;10238.0;2326.0;1585.0;29.0;212.0;596.0;0.0;120.0;108.0;806.0;1471.0
1989M12;28495.0;433.0;6693.0;91.0;906.0;404.0;353.0;11456.0;2790.0;1646.0;42.0;256.0;610.0;3.0;123.0;102.0;987.0;1600.0
1990M01;35993.0;542.0;7192.0;106.0;1145.0;524.0;470.0;14722.0;5045.0;1954.0;56.0;296.0;740.0;2.0;126.0;143.0;1368.0;1562.0
1990M02;29529.0;476.0;6079.0;97.0;897.0;479.0;401.0;11739.0;4186.0;1655.0;39.0;222.0;650.0;0.0;103.0;109.0;1003.0;1394.0
1990M03;28299.0;495.0;6734.0;78.0;844.0;425.0;403.0;11263.0;2948.0;1561.0;40.0;246.0;615.0;0.0;109.0;115.0;935.0;1488.0
1990M04;26607.0;432.0;6379.0;97.0;843.0;380.0;325.0;10559.0;2736.0;1542.0;54.0;231.0;573.0;1.0;99.0;95.0;889.0;1372.0
1990M05;25728.0;467.0;6428.0;80.0;760.0;399.0;329.0;9963.0;2553.0;1418.0;40.0;238.0;558.0;3.0;107.0;108.0;814.0;1463.0
1990M06;24319.0;461.0;6499.0;92.0;791.0;388.0;312.0;9126.0;2084.0;1333.0;38.0;206.0;536.0;1.0;103.0;105.0;738.0;1506.0
1990M07;27758.0;523.0;6931.0;80.0;841.0;547.0;438.0;10414.0;2510.0;1480.0;53.0;232.0;634.0;1.0;133.0;129.0;1024.0;1788.0
1990M08;25898.0;519.0;6564.0;85.0;816.0;509.0;421.0;9216.0;2286.0;1547.0;44.0;218.0;555.0;4.0;97.0;104.0;976.0;1937.0
1990M09;23722.0;463.0;6541.0;118.0;707.0;372.0;308.0;8421.0;1898.0;1471.0;41.0;200.0;549.0;2.0;127.0;98.0;771.0;1635.0
1990M10;25741.0;480.0;6770.0;95.0;755.0;408.0;366.0;9815.0;2159.0;1538.0;38.0;226.0;544.0;2.0;120.0;117.0;771.0;1537.0
1990M11;26710.0;481.0;6653.0;101.0;827.0;410.0;409.0;10266.0;2456.0;1551.0;45.0;236.0;581.0;2.0;110.0;123.0;852.0;1607.0
1990M12;32838.0;538.0;7087.0;102.0;1105.0;602.0;466.0;13720.0;3338.0;1804.0;40.0;296.0;668.0;4.0;129.0;136.0;1225.0;1578.0
1991M01;32331.0;578.0;7040.0;123.0;1024.0;582.0;514.0;13338.0;3563.0;1804.0;43.0;294.0;642.0;0.0;105.0;115.0;1075.0;1491.0
1991M02;30888.0;524.0;6441.0;113.0;965.0;566.0;473.0;12964.0;3685.0;1685.0;42.0;304.0;640.0;0.0;88.0;137.0;987.0;1274.0
1991M03;30995.0;542.0;6812.0;113.0;982.0;586.0;452.0;12692.0;3504.0;1683.0;40.0;264.0;632.0;1.0;111.0;147.0;1024.0;1410.0
1991M04;27321.0;516.0;6434.0;89.0;804.0;492.0;374.0;11061.0;2796.0;1565.0;32.0;248.0;565.0;1.0;72.0;127.0;805.0;1340.0
1991M05;27570.0;526.0;6736.0;109.0;892.0;504.0;421.0;10794.0;2561.0;1573.0;31.0;249.0;594.0;1.0;91.0;134.0;791.0;1563.0
1991M06;25130.0;542.0;6727.0;94.0;783.0;486.0;359.0;9379.0;2119.0;1420.0;45.0;209.0;522.0;0.0;90.0;102.0;709.0;1544.0
1991M07;27716.0;597.0;7022.0;98.0;888.0;638.0;449.0;10306.0;2318.0;1433.0;45.0;240.0;607.0;1.0;126.0;119.0;963.0;1866.0
1991M08;26545.0;580.0;6847.0;84.0;807.0;572.0;413.0;9682.0;2290.0;1402.0;42.0;220.0;570.0;1.0;128.0;100.0;933.0;1874.0
1991M09;23741.0;536.0;6542.0;104.0;674.0;460.0;310.0;8526.0;1889.0;1390.0;37.0;195.0;507.0;3.0;106.0;103.0;688.0;1671.0
1991M10;27013.0;575.0;7045.0;95.0;813.0;476.0;403.0;10404.0;2390.0;1607.0;33.0;236.0;556.0;3.0;92.0;102.0;738.0;1445.0
1991M11;27681.0;516.0;6907.0;115.0;831.0;512.0;410.0;10943.0;2553.0;1547.0;33.0;239.0;590.0;0.0;93.0;116.0;764.0;1512.0
1991M12;30760.0;576.0;7014.0;110.0;1003.0;602.0;449.0;12350.0;3326.0;1734.0;31.0;275.0;610.0;2.0;89.0;122.0;924.0;1543.0
1992M01;35324.0;673.0;7309.0;111.0;1122.0;706.0;501.0;14762.0;4533.0;1808.0;47.0;298.0;772.0;0.0;103.0;132.0;1012.0;1435.0
1992M02;30351.0;632.0;6724.0;85.0;951.0;589.0;435.0;12285.0;3554.0;1654.0;47.0;257.0;653.0;1.0;100.0;143.0;885.0;1356.0
1992M03;29175.0;606.0;7027.0;92.0;934.0;551.0;405.0;11567.0;2994.0;1659.0;47.0;274.0;593.0;3.0;106.0;116.0;775.0;1426.0
1992M04;27123.0;565.0;6657.0;88.0;809.0;550.0;372.0;10615.0;2702.0;1566.0;41.0;251.0;573.0;1.0;100.0;127.0;734.0;1372.0
1992M05;26214.0;620.0;6730.0;90.0;733.0;543.0;402.0;10011.0;2383.0;1460.0;44.0;233.0;589.0;4.0;110.0;113.0;657.0;1492.0
1992M06;24339.0;571.0;6847.0;84.0;652.0;412.0;328.0;9118.0;1935.0;1374.0;42.0;223.0;538.0;1.0;101.0;134.0;641.0;1338.0
1992M07;26827.0;671.0;7130.0;104.0;742.0;610.0;457.0;9962.0;2256.0;1486.0;38.0;213.0;603.0;1.0;112.0;117.0;735.0;1590.0
1992M08;26364.0;692.0;6920.0;98.0;829.0;639.0;432.0;9477.0;2129.0;1393.0;35.0;224.0;626.0;1.0;109.0;90.0;889.0;1781.0
1992M09;23512.0;582.0;6636.0;90.0;687.0;462.0;333.0;8607.0;1730.0;1380.0;36.0;196.0;531.0;1.0;74.0;101.0;672.0;1394.0
1992M10;27181.0;652.0;7208.0;106.0;793.0;589.0;383.0;10458.0;2279.0;1554.0;37.0;247.0;520.0;1.0;98.0;127.0;759.0;1370.0
1992M11;26302.0;609.0;6897.0;89.0;794.0;548.0;406.0;10153.0;2238.0;1487.0;28.0;218.0;553.0;1.0;105.0;137.0;706.0;1333.0
1992M12;28803.0;614.0;7150.0;121.0;853.0;603.0;469.0;11533.0;2559.0;1631.0;37.0;259.0;583.0;4.0;98.0;119.0;830.0;1340.0
1993M01;32609.0;674.0;7253.0;111.0;994.0;715.0;519.0;13440.0;3536.0;1792.0;47.0;279.0;652.0;0.0;95.0;112.0;981.0;1409.0
1993M02;29599.0;693.0;6684.0;108.0;989.0;614.0;464.0;11812.0;3535.0;1581.0;53.0;249.0;628.0;1.0;87.0;120.0;750.0;1231.0
1993M03;33489.0;733.0;7436.0;127.0;1094.0;696.0;535.0;13275.0;4280.0;1788.0;57.0;282.0;678.0;0.0;85.0;125.0;933.0;1365.0
1993M04;27840.0;666.0;6924.0;99.0;810.0;621.0;433.0;10768.0;2903.0;1466.0;37.0;219.0;556.0;1.0;83.0;123.0;780.0;1351.0
1993M05;26546.0;653.0;7092.0;94.0;777.0;551.0;423.0;10153.0;2389.0;1398.0;40.0;213.0;531.0;2.0;83.0;122.0;676.0;1349.0
